Access_ID,Date,AccountMng_Pages,AccountMng_Duration,FAQ_Pages,FAQ_Duration,Product_Pages,Product_Duration,GoogleAnalytics_BounceRate,GoogleAnalytics_ExitRate,GoogleAnalytics_PageValue,OS,Browser,Country,Type_of_Traffic,Type_of_Visitor,Buy
486801626,17-Dec-20,2,140.5,0,0,10,431.5,0,0.0067,0,Windows,2,France,1,Returner,0
486804561,15-Nov-20,0,0,0,0,27,393.7889,0,0.0322,0,MacOSX,2,Portugal,11,New_Access,0
486864121,16-Dec-20,2,15,0,0,44,1412.2708,0.0043,0.0155,0,Windows,2,Portugal,2,New_Access,0
486896062,13-Dec-20,0,0,3,103.5,30,1093.175,0.0125,0.0281,0,Windows,2,Portugal,2,Returner,0
486902190,1-Mar-20,0,0,0,0,1,0,0.2,0.2,0,Windows,5,Portugal,3,Returner,0
487008641,24-Nov-20,1,12.1,5,493,50,1572.4864,0,0.0199,0,Windows,2,Portugal,2,Returner,0
487072490,1-May-20,0,0,1,5,66,2537.45,0.004,0.0222,0,Windows,6,Portugal,4,Returner,0
487133342,4-Nov-20,5,51.0417,0,0,14,837.375,0,0.0115,0,Android,1,France,8,New_Access,1
487302419,6-Mar-20,5,132.4667,0,0,59,1660.2222,0,0.0118,6.4759,MacOSX,2,France,1,Returner,0
487422766,25-Feb-20,0,0,0,0,6,2017.1667,0,0.0111,0,Windows,2,Brazil,3,Returner,0
487444328,14-Nov-20,0,0,0,0,12,599.6133,0,0.0208,0,Windows,2,Brazil,15,Returner,0
487445635,27-Aug-20,1,21.2,0,0,53,2224.6333,0.0115,0.0351,0,Windows,2,Spain,3,Returner,0
487540657,31-May-20,0,0,0,0,15,454.75,0.0267,0.0333,0,MacOSX,2,Spain,1,Returner,0
487570773,20-Mar-20,13,1249.8095,4,205,36,1626.6254,0.0106,0.0262,6.8318,MacOSX,2,France,3,Returner,0
487584836,13-Oct-20,0,0,0,0,4,741.4,0.05,0.075,0,Windows,2,Italy,1,Returner,0
487593912,9-Dec-20,10,149.0134,2,138,78,2207.3669,0.0024,0.0125,0,MacOSX,2,Portugal,2,Returner,0
487940245,16-May-20,10,183.75,1,15,70,2860.5,0.0099,0.0253,8.4885,iOS,1,Brazil,3,Returner,0
488064326,4-May-20,0,0,0,0,10,127.75,0.0533,0.075,0,Android,1,France,3,Returner,0
488135718,18-Nov-20,4,46.4583,0,0,82,2875.6159,0,0.0073,27.7579,Windows,4,Spain,1,Returner,1
488184506,11-Nov-20,2,40.5,0,0,133,4815.7016,0.0037,0.0117,8.9694,Windows,2,Spain,1,Returner,1
488216076,1-Aug-20,2,43.4,0,0,5,278,0,0.0333,0,Windows,2,Portugal,2,New_Access,0
488233600,29-Aug-20,18,608.14,6,733.8,168,4948.3988,0.0066,0.0135,10.1506,Windows,2,Spain,1,Returner,0
488321977,16-Nov-20,3,346,1,15.2,29,1107.2167,0.0061,0.0067,69.9144,Windows,2,Switzerland,2,Returner,0
488339447,17-May-20,10,312,0,0,18,782.5,0,0.0021,0,MacOSX,2,Portugal,12,Returner,0
488383585,23-Dec-20,11,316.8229,1,10,29,1233.3078,0.0091,0.0325,0,Windows,2,Portugal,2,Returner,0
488412749,9-May-20,0,0,0,0,9,193.6667,0.0074,0.0476,0,Android,8,Italy,4,Returner,0
488580691,8-May-20,4,91,0,0,4,61,0,0.0333,0,Windows,2,Portugal,13,Returner,0
488626322,18-Dec-20,5,222.75,0,0,31,4374.4167,0.0118,0.0251,0,Android,1,France,1,Returner,0
488638455,6-Oct-20,4,271.2,0,0,4,144.6,0,0.0143,0,MacOSX,2,Portugal,2,Returner,0
488767819,25-May-20,1,51,0,0,66,1859.5,0.0051,0.0097,0,Windows,2,France,2,Returner,0
488786224,9-Nov-20,2,15,0,0,19,523.25,0.0375,0.0467,28.1896,MacOSX,2,Portugal,8,Returner,1
488824175,23-Nov-20,6,167,0,0,71,1445.4583,0.0041,0.014,12.3081,MacOSX,2,Portugal,10,Returner,1
488867423,20-Aug-20,2,11,0,0,4,15,0,0.04,0,Windows,10,Portugal,1,Returner,0
488901485,16-Dec-20,2,110.5,1,48,5,156,0,0.0286,0,Windows,2,Portugal,2,New_Access,0
489050972,27-Oct-20,3,273,0,0,11,385.74,0,0.0077,17.8165,Windows,2,Portugal,2,Returner,1
489124705,18-May-20,0,0,0,0,39,963.1667,0.0054,0.0288,9.923,Windows,6,France,3,Returner,0
489150857,15-Mar-20,6,53.381,0,0,5,54.381,0,0.0036,0,Windows,2,Other,2,New_Access,0
489192590,25-Dec-20,8,222.875,4,285.625,31,1622.8833,0.0054,0.0175,15.264,MacOSX,2,Portugal,2,Returner,0
489239512,27-Nov-20,1,146,0,0,7,221.4,0.025,0.0225,0,Android,1,Brazil,3,Returner,0
489546035,8-Nov-20,3,52.1667,3,110.75,65,2019.7695,0.0029,0.0171,3.2777,Android,1,Other,2,Returner,0
489573763,10-Nov-20,5,42,0,0,232,5932.5966,0.0026,0.0148,0,Windows,2,Portugal,2,Returner,1
489722983,15-May-20,0,0,0,0,7,212,0.0286,0.0286,0,MacOSX,3,Switzerland,1,Returner,0
489804518,6-Mar-20,0,0,0,0,6,218,0,0.0667,0,Windows,2,Spain,1,Returner,0
489829754,11-Nov-20,0,0,0,0,3,0,0.2,0.2,0,MacOSX,2,Portugal,11,Returner,1
489890549,18-Dec-20,0,0,0,0,6,47.25,0,0.0333,0,Windows,5,Portugal,1,Returner,0
489890577,19-Jul-20,3,38.3,0,0,18,929.2,0,0.0109,0,Windows,2,Switzerland,2,Returner,0
489933618,7-May-20,9,104.9857,0,0,79,1926.3334,0.0153,0.0201,0,MacOSX,2,Spain,13,Returner,0
489956815,4-May-20,0,0,0,0,9,326,0,0.0556,0,MacOSX,2,Brazil,2,Returner,0
489990624,16-May-20,2,15,0,0,38,1880.9667,0.0037,0.0238,12.5977,iOS,1,Portugal,4,Returner,1
490017067,20-May-20,1,38,1,16,30,1522.8167,0.0267,0.0273,0,MacOSX,2,France,13,Returner,0
490065036,18-Mar-20,0,0,0,0,37,684.7273,0.0054,0.0234,0,Windows,4,Spain,1,Returner,0
490112699,7-Mar-20,0,0,0,0,6,97.3333,0,0.0417,0,Android,2,Portugal,2,Returner,0
490130434,4-Nov-20,2,64,0,0,10,341.25,0.0167,0.0306,0,MacOSX,2,Spain,10,Returner,0
490293907,6-Mar-20,1,0,0,0,39,2487.5,0.0171,0.0471,0,Windows,2,Portugal,3,Returner,0
490304786,24-May-20,2,8.5,0,0,45,848.2051,0.0043,0.0225,0,iOS,1,Portugal,1,Returner,0
490313850,17-Dec-20,5,44,0,0,54,1391.7333,0.0054,0.0226,0,Windows,2,Brazil,1,Returner,0
490331818,9-Dec-20,0,0,0,0,14,1404.75,0,0.0214,0,Windows,2,Portugal,2,New_Access,0
490338962,24-Nov-20,7,93.5,0,0,101,2186.1458,0,0.0048,32.1392,Windows,2,Portugal,1,Returner,0
490387722,1-May-20,3,38,0,0,83,2101.4667,0,0.0012,0,Windows,2,Portugal,4,New_Access,0
490452241,14-Dec-20,9,65.5417,0,0,6,744.1667,0,0.004,0,Windows,4,Portugal,2,Returner,0
490457817,13-Mar-20,0,0,0,0,1,0,0.2,0.2,0,MacOSX,2,Spain,2,Returner,0
490489757,23-May-20,3,179.5,0,0,22,746.1667,0,0.0043,0,MacOSX,3,Portugal,12,Returner,0
490508869,12-Jul-20,2,72.6,1,15.2,6,425,0,0.025,0,Windows,10,Portugal,4,Returner,0
490520612,15-Mar-20,0,0,0,0,2,8,0,0.1,0,Windows,2,Switzerland,1,Returner,0
490528704,27-Oct-20,12,221.7279,4,144.2,136,5944.3874,0.0113,0.0319,2.0451,Windows,5,Portugal,1,Returner,0
490546495,7-Dec-20,0,0,0,0,1,0,0.2,0.2,0,Windows,2,Portugal,1,Returner,0
490628691,2-Mar-20,14,1130.5029,6,261.6333,26,2559.8983,0.0158,0.0174,20.3044,Android,2,Portugal,2,Returner,0
490692436,4-Oct-20,12,139.3667,0,0,13,139.4333,0,0.007,47.3037,MacOSX,2,Portugal,5,New_Access,0
490815114,20-May-20,2,30.5,2,18,15,1518.0976,0,0.0318,31.7576,Windows,2,Germany,2,Returner,1
490857752,3-Jun-20,0,0,0,0,1,0,0.2,0.2,0,Windows,4,Spain,4,New_Access,0
491058538,12-Mar-20,1,0,2,56,22,1054.3095,0.0048,0.0238,0,Android,1,Portugal,1,Returner,0
491085461,1-Sep-20,14,484.4616,2,14,33,898.4916,0.0043,0.0347,0,Android,8,Portugal,3,Returner,0
491092299,12-Dec-20,4,190,0,0,53,1328.6269,0.0179,0.0222,0,Android,1,Portugal,10,Returner,0
491142007,13-Nov-20,2,11,0,0,72,1706.0649,0.0111,0.0212,0,Android,1,Spain,2,Returner,0
491237566,23-Dec-20,3,18,0,0,2,8,0,0.05,0,Ubuntu,13,United Kingdom,15,Other,0
491252890,20-May-20,1,5,1,25,81,1421.6686,0,0.0008,0,Windows,4,Spain,4,Returner,0
491279887,22-May-20,2,261,0,0,6,486,0,0.0286,0,Android,2,Spain,2,Returner,0
491298548,29-Dec-20,1,44.5,0,0,31,739.6667,0.01,0.0522,0,Android,8,Spain,1,Returner,0
491320878,28-Dec-20,0,0,2,324.5,4,64.25,0,0.0333,0,MacOSX,3,France,8,New_Access,0
491359768,21-Dec-20,0,0,0,0,5,46.75,0,0.04,0,Android,1,Spain,3,Returner,0
491430547,21-Nov-20,2,126.3333,0,0,11,401.0133,0,0.0222,45.1253,Android,1,Spain,2,Returner,1
491486089,19-Sep-20,2,141.6,0,0,10,728.18,0.0182,0.0654,14.2863,MacOSX,2,Portugal,1,Returner,0
491489864,7-Dec-20,2,53.5,0,0,16,681.5,0,0.0229,0,Windows,4,Portugal,2,Returner,0
491494000,2-Nov-20,1,31.25,0,0,31,1470.2083,0,0.0122,0,MacOSX,2,Spain,8,New_Access,1
491539533,23-May-20,8,103.5,0,0,64,1550.2111,0,0.0161,7.869,Windows,2,France,14,Returner,0
491544600,24-Dec-20,3,197.5,0,0,15,343.25,0.0118,0.0294,0,Windows,4,Brazil,2,Returner,0
491577669,12-May-20,0,0,1,21,15,498.5,0,0.0267,32.1908,Windows,4,Portugal,2,Returner,1
491584011,12-Nov-20,3,40.25,3,9,26,683.0292,0.0065,0.0323,0,Android,1,Portugal,2,Returner,1
491593359,24-Dec-20,0,0,0,0,2,41.5,0,0.1,0,Windows,2,Switzerland,1,Returner,0
491619435,18-May-20,0,0,0,0,1,0,0.2,0.2,0,Windows,5,Other,6,Returner,0
491904611,11-Mar-20,0,0,0,0,20,644.4,0,0.0078,0,Android,1,Italy,3,Returner,0
491922660,10-May-20,2,11,0,0,12,347,0,0.0231,9.9609,Android,1,Spain,3,Returner,1
491982993,1-Nov-20,5,44,0,0,131,3865.8389,0.0065,0.0239,0.8183,Windows,2,Spain,2,Returner,1
491997243,24-Nov-20,0,0,0,0,1,35.25,0,0.0667,0,Android,1,Spain,2,Returner,0
492018256,1-May-20,5,154.8333,7,285,90,3262.3509,0.0031,0.0109,0,MacOSX,2,Switzerland,6,Returner,0
492105098,24-May-20,2,51,2,99.5,35,1475.2667,0.0069,0.0249,27.4449,Windows,4,France,4,Returner,1
492234692,11-Sep-20,2,65.4,0,0,79,2426.0067,0.0013,0.0177,0,MacOSX,2,Portugal,3,Returner,0
492283581,6-May-20,0,0,0,0,77,3332.2083,0.002,0.0247,0,Windows,2,Spain,6,Returner,0
492283905,25-Aug-20,1,70,0,0,12,1644.2333,0,0.0154,0,Android,1,Brazil,4,New_Access,0
492316462,3-Nov-20,4,88.25,2,546.5,37,2304.5,0,0.005,14.5427,Windows,2,United Kingdom,2,New_Access,1
492339679,28-Dec-20,0,0,0,0,2,11,0,0.1,0,Windows,2,France,13,Returner,0
492359811,20-Mar-20,5,108.2,0,0,37,1288.5333,0.0053,0.0281,0,Windows,2,Portugal,1,Returner,0
492368540,13-May-20,2,20,0,0,24,242,0.0182,0.0455,0,Windows,2,Brazil,11,Returner,0
492463935,21-Dec-20,2,83,2,40,241,5194.7986,0.0031,0.0143,0.4684,Windows,4,Portugal,1,Returner,0
492555234,2-Mar-20,0,0,0,0,7,95,0.0143,0.0619,0,Windows,6,Portugal,1,Returner,0
492633616,1-Sep-20,6,342.1,0,0,82,895.1111,0.0023,0.0048,0,Windows,2,Portugal,3,Returner,0
492693831,30-Nov-20,1,3.5,0,0,20,309.1667,0,0.0014,0,Windows,2,France,2,Returner,0
492734945,13-May-20,4,699,0,0,9,261.7,0,0.0205,0,MacOSX,2,Spain,11,New_Access,0
492745692,20-Nov-20,0,0,0,0,12,279.5476,0,0.019,0,MacOSX,2,Portugal,3,Returner,0
492866983,25-Nov-20,5,65.5,0,0,27,354.5833,0.0143,0.0238,0,Android,1,Germany,1,Returner,0
492948058,22-Dec-20,6,198.5,0,0,41,1824.0833,0,0.01,0,MacOSX,2,Spain,11,New_Access,0
492961997,10-Sep-20,0,0,3,114.8,22,583.0933,0,0.0159,2.7497,Android,1,Spain,1,Returner,1
493001195,31-May-20,0,0,0,0,9,165,0,0.0222,0,Windows,2,Brazil,4,Returner,0
493284707,19-May-20,2,132,0,0,6,1564,0.0444,0.0667,0,MacOSX,2,France,13,Returner,0
493361256,4-Aug-20,6,141,0,0,47,830.3412,0.0044,0.0285,0,Android,1,Brazil,2,Returner,0
493521951,19-Aug-20,4,92.1,2,28.2,29,852,0.0063,0.0224,0,Windows,5,Germany,5,Returner,1
493649228,17-Oct-20,0,0,0,0,1,0,0.2,0.2,0,Android,1,Portugal,1,New_Access,0
494091790,18-Mar-20,0,0,0,0,4,35,0,0.05,0,Windows,2,United Kingdom,3,Returner,0
494131486,28-May-20,0,0,0,0,14,1340.75,0,0.0154,57.5889,iOS,1,Spain,4,New_Access,1
494190266,18-Nov-20,0,0,0,0,13,277,0,0.0154,0,iOS,1,Portugal,8,Returner,0
494196652,9-Nov-20,0,0,0,0,10,249,0.04,0.064,0,Android,1,Germany,3,Returner,0
494279448,25-Dec-20,0,0,0,0,1,0,0,0.1,0,Ubuntu,13,United Kingdom,15,Other,0
494411949,16-Jul-20,1,4,0,0,20,471.4778,0,0.0045,32.9585,Android,1,Portugal,4,Returner,1
494475853,19-Nov-20,0,0,0,0,8,846.6,0.0222,0.0222,24.6178,Android,1,Italy,5,New_Access,1
494664683,13-Mar-20,6,112.5,0,0,47,1882.1134,0.004,0.0193,17.5277,Android,1,Brazil,3,Returner,0
494696532,5-Nov-20,0,0,0,0,8,135.25,0,0.05,0,Windows,2,United Kingdom,1,Returner,0
494750670,27-May-20,0,0,0,0,5,180.5,0.04,0.0667,0,Windows,2,Portugal,2,Returner,0
494769658,29-May-20,0,0,0,0,11,1055.5,0.0182,0.0424,0,Windows,2,Germany,12,Returner,0
494825570,9-Nov-20,0,0,0,0,17,418.3333,0,0.025,0,Windows,6,Portugal,2,New_Access,0
494887397,1-Nov-20,0,0,0,0,50,3421.5758,0,0.0123,0,Windows,2,Portugal,2,New_Access,0
494950763,25-Nov-20,0,0,2,34,144,5485.0179,0.0055,0.0165,0,Windows,2,Portugal,13,Returner,0
494993016,20-May-20,0,0,0,0,11,118.6667,0.0273,0.0697,0,Windows,2,France,3,Returner,0
495048054,2-Nov-20,1,11.5,0,0,19,887.8,0.0088,0.0327,0,MacOSX,2,Portugal,3,Returner,0
495175918,23-Mar-20,1,41,0,0,43,1087.25,0,0.0136,0,iOS,2,Portugal,1,Returner,0
495203978,28-Dec-20,7,87.9167,1,0,46,1621.0254,0.0041,0.0205,6.0235,Android,1,Spain,2,Returner,0
495246413,17-May-20,4,153.25,0,0,19,402.7167,0,0.003,57.474,Windows,2,Switzerland,4,New_Access,1
495278666,29-Nov-20,0,0,0,0,2,0,0.2,0.2,0,MacOSX,2,Portugal,13,Returner,0
495421630,12-Mar-20,5,159,0,0,17,438.4333,0.003,0.0273,0,Android,1,Spain,3,Returner,0
495562472,13-Sep-20,2,72.6,0,0,9,198.7,0,0.0182,0,Windows,2,Italy,6,Returner,0
495655330,22-May-20,0,0,0,0,1,0,0.2,0.2,0,MacOSX,2,Spain,6,Returner,0
495721524,8-May-20,0,0,0,0,10,3291,0.02,0.058,0,MacOSX,2,Portugal,13,Returner,0
495764605,19-Aug-20,11,734.6333,0,0,67,3523.3311,0.0027,0.0121,22.2932,Windows,2,Portugal,4,Returner,0
495851067,26-Nov-20,0,0,0,0,17,1926.1333,0.0118,0.0276,0,Windows,2,Brazil,1,Returner,0
495852325,29-May-20,9,149.9333,2,26.6667,67,1783.1222,0,0.0059,0,Android,1,France,4,Returner,0
495869010,6-Mar-20,0,0,0,0,2,5,0,0.1,0,Windows,2,Portugal,2,Returner,0
496025194,2-Nov-20,0,0,0,0,2,0,0.2,0.2,0,Android,1,Portugal,8,New_Access,0
496044246,14-Mar-20,3,242,0,0,12,286,0,0.0143,0,Android,1,Portugal,2,New_Access,0
496208030,6-Oct-20,0,0,0,0,14,487.321,0,0.0024,47.3266,MacOSX,2,Portugal,2,New_Access,1
496223713,13-Nov-20,0,0,0,0,38,1517.4167,0,0.0041,0,iOS,2,Brazil,2,Returner,0
496223929,13-Nov-20,0,0,0,0,39,4022,0,0.0342,0,Windows,2,Other,1,Returner,0
496314961,23-Nov-20,20,1307.675,3,132.6667,517,27009.8594,0.0044,0.0146,8.4032,Android,1,Portugal,2,Returner,1
496353292,1-Mar-20,5,78.5,1,26,48,1266.119,0,0.0058,29.0104,Windows,2,Portugal,8,New_Access,0
496353917,1-Nov-20,2,3,2,63.5,118,5250.8917,0.0016,0.0149,0,Windows,2,Portugal,2,Returner,0
496387914,23-May-20,0,0,0,0,31,516.4762,0.0069,0.019,0,MacOSX,2,Spain,13,Returner,0
496409031,17-Dec-20,0,0,0,0,10,130.5,0.02,0.1,0,Windows,2,Italy,3,Returner,0
496444250,23-May-20,3,23,0,0,5,91,0,0.0125,0,Windows,2,Other,12,Returner,0
496497384,17-Dec-20,5,175.9167,0,0,12,276.25,0.0133,0.0467,0,MacOSX,2,Portugal,3,Returner,1
496572451,24-Mar-20,5,345,0,0,7,229.5,0.03,0.0267,0,MacOSX,2,Brazil,2,Returner,0
496610075,3-Sep-20,0,0,0,0,16,566.4867,0,0.0394,18.3021,MacOSX,2,France,1,Returner,1
496621264,2-Feb-20,0,0,0,0,9,272.5,0,0.0119,0,Android,1,Other,3,Returner,0
496670271,15-May-20,0,0,0,0,4,117.5,0.05,0.05,0,Windows,2,Spain,4,Returner,0
496726595,15-May-20,1,29.5,0,0,29,569.1667,0,0.0196,12.455,Windows,2,Spain,2,Returner,1
496743830,1-Mar-20,0,0,0,0,4,80,0.05,0.075,0,MacOSX,2,Brazil,1,Returner,0
496782241,8-May-20,0,0,0,0,7,63,0.0286,0.0571,0,Windows,2,Brazil,13,New_Access,0
496895346,16-Nov-20,4,55.575,0,0,4,42.575,0,0.0114,0,Android,1,Portugal,8,New_Access,0
497026067,15-May-20,0,0,0,0,43,703.8333,0,0.007,0,Windows,4,Portugal,2,Returner,0
497092764,12-Nov-20,0,0,0,0,23,836.5,0,0.013,0,MacOSX,2,Spain,2,Returner,0
497115739,21-May-20,0,0,0,0,21,597.3333,0.0905,0.1214,0,MacOSX,2,Portugal,13,Returner,0
497165001,9-May-20,0,0,0,0,40,4175.75,0.0483,0.106,0,Windows,2,Portugal,3,Returner,0
497214247,16-Dec-20,0,0,0,0,2,124.5,0,0.1,0,Android,1,Portugal,2,Returner,0
497250770,11-Dec-20,1,18.2,1,9,30,3959.45,0.0247,0.0606,0,Windows,2,Other,3,Returner,0
497343934,1-Dec-20,8,145.1,6,2166.5,14,1805.425,0,0.0311,10.9002,iOS,5,Portugal,2,Returner,0
497432863,9-Dec-20,0,0,0,0,6,903.3571,0.0545,0.0544,0,MacOSX,3,Portugal,3,Returner,0
497441215,5-Nov-20,4,45.8,2,43.2,30,1021.8381,0,0.0059,40.4358,Windows,2,Brazil,2,New_Access,0
497481266,16-Mar-20,4,56,0,0,10,709,0,0.0167,0,Windows,2,Portugal,2,New_Access,0
497506098,28-May-20,0,0,0,0,2,12,0.05,0.12,0,Android,1,Portugal,4,Returner,0
497564938,26-May-20,0,0,0,0,2,39,0,0.1,0,Windows,4,United Kingdom,3,Returner,0
497627027,19-Nov-20,7,172.0595,0,0,104,5155.3511,0.0069,0.0316,8.8051,Windows,5,Portugal,1,Returner,0
497666723,16-May-20,0,0,1,1,93,4324.7371,0.0211,0.0341,0,MacOSX,2,Portugal,5,Returner,0
498011071,4-Dec-20,3,127.5,1,46.5,33,1440.9333,0.0114,0.0272,0,Windows,2,Portugal,1,Returner,0
498079519,23-May-20,3,59,0,0,10,269,0,0.0182,50.388,Android,1,Portugal,5,New_Access,1
498094962,3-Nov-20,9,296.1167,1,26.5,79,5057.175,0.0023,0.0227,17.7892,Windows,2,Portugal,10,Returner,1
498155684,24-Mar-20,0,0,0,0,3,38,0.1,0.1222,0,MacOSX,2,Portugal,1,Returner,0
498203141,10-Mar-20,0,0,0,0,2,92,0,0.1,0,Windows,2,Germany,1,Returner,0
498265256,5-Nov-20,0,0,0,0,3,402,0,0.0667,0,iOS,2,Spain,2,Returner,1
498281405,17-Mar-20,6,437.3913,2,235.55,83,2503.8818,0.0022,0.0049,2.0862,Windows,2,Spain,2,Returner,1
498316345,12-May-20,0,0,0,0,7,76.5,0.0071,0.0662,0,MacOSX,2,Portugal,1,Returner,0
498328274,5-Nov-20,0,0,0,0,10,105.6167,0.0222,0.0481,0,Android,1,Spain,2,Returner,0
498336055,3-Aug-20,2,253.0667,1,36.2,67,2568.6755,0.039,0.072,4.0012,Windows,4,France,1,Returner,1
498345377,14-May-20,0,0,0,0,12,349,0.0667,0.0889,0,Windows,2,United Kingdom,13,Returner,0
498606649,7-Oct-20,0,0,0,0,11,192.7333,0,0,0,Windows,2,France,2,New_Access,0
498609781,6-Mar-20,3,73,0,0,9,2151,0,0.0182,10.913,Windows,5,Portugal,1,Returner,1
498669993,13-Dec-20,0,0,0,0,42,1265.8929,0.0283,0.0286,0,MacOSX,2,France,13,Returner,0
498761223,5-May-20,0,0,0,0,80,1987.5333,0.035,0.0651,0,Windows,2,Portugal,6,Returner,0
498798971,21-May-20,0,0,0,0,6,149.5,0,0.0667,0,Windows,2,Portugal,13,Returner,0
498891547,27-May-20,0,0,0,0,41,963,0,0.0158,0,Windows,2,Other,1,Returner,0
499132662,22-May-20,0,0,1,28,12,276,0,0.0083,0,iOS,5,United Kingdom,2,New_Access,0
499268843,15-Sep-20,0,0,0,0,1,0,0.2,0.2,0,Windows,4,Brazil,4,Returner,0
499321383,22-May-20,0,0,0,0,4,219.5,0,0.0167,0,Android,2,France,2,Returner,0
499323630,28-Dec-20,1,88,0,0,22,516.8333,0,0.0167,0,Android,1,Spain,8,Returner,0
499353759,18-May-20,2,107,0,0,14,167.5,0.0813,0.1083,0,MacOSX,2,Portugal,2,Returner,0
499457945,7-May-20,0,0,0,0,14,121,0.0929,0.1167,0,MacOSX,2,Spain,13,Returner,0
499508065,8-Dec-20,0,0,0,0,11,2123,0.0182,0.0364,0,Windows,2,Portugal,6,Returner,0
499790161,20-Dec-20,0,0,0,0,1,0,0.2,0.2,0,Android,1,Brazil,1,Returner,0
499807354,4-Nov-20,2,14,0,0,65,2130.4478,0.0169,0.0246,20.6024,MacOSX,2,Portugal,1,Returner,0
499816828,30-Dec-20,0,0,3,33.75,9,313.9286,0.0333,0.0278,0,MacOSX,2,France,10,Returner,0
499871304,25-Aug-20,0,0,0,0,4,288.4333,0,0.0125,0,Android,1,Brazil,2,Returner,0
499885693,11-May-20,1,19,1,0,56,2954.7595,0.0138,0.0494,0,Windows,2,Spain,6,Returner,0
499940026,2-Mar-20,3,39,0,0,30,940.8333,0.0121,0.0242,0,Android,8,Spain,3,Returner,0
499964674,19-Nov-20,3,22,2,69.5,30,1671.5833,0,0.0194,0,Windows,2,Portugal,2,Returner,0
499975354,25-Nov-20,0,0,0,0,2,0,0.2,0.2,0,Android,1,Portugal,1,Returner,0
500165303,4-May-20,3,25.5714,1,0,15,2026.4762,0.0118,0.0725,0,iOS,1,Portugal,1,Returner,0
500212139,13-May-20,0,0,0,0,24,597.8333,0.0083,0.0208,0,Windows,2,France,1,Returner,0
500307146,29-May-20,1,24,0,0,8,147,0.0333,0.0267,0,Windows,6,Other,1,Returner,0
500352090,1-May-20,0,0,0,0,9,368.5,0,0.0083,0,Windows,2,Brazil,1,Returner,0
500431672,5-Sep-20,5,79.1,0,0,36,1081.1083,0.025,0.026,0,Android,2,France,2,Returner,0
500618935,23-Nov-20,7,322.25,1,0,121,4875.1061,0.0118,0.02,0,MacOSX,2,Portugal,13,Returner,0
500742536,11-Nov-20,0,0,0,0,1,0,0.2,0.2,0,Android,1,Switzerland,2,Returner,0
500747949,10-Mar-20,0,0,0,0,9,465.5,0.0067,0.0567,43.7972,Windows,2,Portugal,1,Returner,0
500804830,17-Mar-20,2,61,0,0,5,97,0,0.04,0,Windows,2,Portugal,1,Returner,0
500894488,2-Jul-20,0,0,0,0,15,337,0.02,0.0322,0,Android,8,Portugal,1,Returner,0
500910722,14-May-20,1,19,0,0,24,3209,0.0087,0.0174,64.3304,Windows,2,United Kingdom,3,New_Access,0
500944776,5-May-20,0,0,0,0,15,528,0.0267,0.0556,0,Windows,2,Brazil,3,Returner,0
500967249,18-Dec-20,3,63,2,204.25,20,457.25,0.0091,0.0136,0,MacOSX,2,Italy,2,New_Access,1
500984933,2-Nov-20,1,51.5,0,0,21,730.15,0,0.0121,0,Windows,2,Brazil,2,New_Access,0
501008271,20-Mar-20,0,0,0,0,27,954.6667,0,0.0038,0,Windows,2,Portugal,2,Returner,0
501323713,20-Oct-20,7,234.4333,0,0,85,6743.3988,0.0138,0.0339,0,Windows,2,Germany,13,Returner,0
501368455,27-Mar-20,0,0,0,0,4,32,0,0.075,0,MacOSX,2,Other,1,Returner,0
501414167,12-May-20,0,0,0,0,36,808.0833,0,0.0076,53.1014,Windows,2,Other,4,Returner,1
501468700,2-Nov-20,7,87.25,4,199.5,87,4984.5429,0.0033,0.0211,0,Windows,2,Spain,2,Returner,0
501527400,4-Dec-20,0,0,0,0,1,0,0.2,0.2,0,Android,1,Brazil,1,Returner,0
501613607,27-May-20,1,4,0,0,31,1075.7595,0,0.0078,0,Windows,6,France,11,New_Access,0
501663521,1-Sep-20,1,13,0,0,28,611.94,0,0.0069,0,MacOSX,2,Portugal,1,Returner,0
501765192,18-Aug-20,4,83.6,0,0,42,3333.0761,0.0116,0.0275,0,Android,2,Portugal,2,Returner,0
501943693,10-Mar-20,0,0,0,0,1,0,0.2,0.2,0,Windows,2,Portugal,1,Returner,0
502056953,7-Mar-20,2,83,0,0,15,605.8857,0,0.0059,0,Android,1,Spain,2,Returner,0
502138706,8-Dec-20,0,0,0,0,16,370.6667,0.0333,0.051,0,MacOSX,2,France,3,Returner,0
502257147,14-May-20,6,86.5,1,2,39,1050.7083,0.0212,0.018,13.403,MacOSX,2,Other,3,Returner,1
502402096,15-Dec-20,0,0,0,0,10,253.25,0,0.02,0,MacOSX,2,Portugal,10,Returner,0
502539221,23-Mar-20,0,0,0,0,5,279,0,0.04,0,Windows,2,France,1,Returner,0
502592457,3-Mar-20,2,55,0,0,6,249.5,0,0.0333,0,Windows,2,Italy,2,New_Access,0
502718828,9-Nov-20,3,32,0,0,15,371.25,0,0.0118,0,Android,8,Brazil,11,Returner,0
502756095,15-Nov-20,9,71.2,2,72.125,23,1061.8167,0,0.0229,6.0644,Windows,2,United Kingdom,2,Returner,0
502791503,19-Dec-20,0,0,0,0,41,2997.0833,0.0049,0.0211,36.867,Windows,2,Portugal,2,Returner,0
502911353,15-Dec-20,0,0,0,0,8,219,0,0.025,0,Windows,5,Spain,2,Returner,0
